report_date,online_store,upc,retailer_product_code,brand,category,sub_category,product_description,review_date,review_rating,review_title,review_text,is_competitor,manufacturer,market,matched_keywords,time_of_publication,url,review_type,parent_review,manufacturers_response,dimension1,dimension2,dimension3,dimension4,dimension5,dimension6,dimension7,dimension8,verified_purchase,helpful_review_count,review_hash_id
27052019,asda,871716e12,2867000,dove,personal care,deos,dove original aerosol antiperspirant deodorant 250ml,13052019,5,gorgeous,really clean and fresh smelling fragrance that absolutely lasted all day long x kept me wonderful fresh and dry x i love dove and and all their products x especially the body wash and deodorants x,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,organic,parent,,deos,female antiperspirant deodorant,female antiperspirant deodorant,na,na,na,nonpower sku,core of the core,false,0,a51687aef931ab7b4410dd70244f78cd
27052019,amazonprimepantry,501225e12,b014g2ybpc,tresemm,personal care,hair,tresemme moisture rich shampoo 900ml,06052019,5,shampoo,is that clean or is that clean nice,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr32jorfd784n08refcmcrarpdrvwttlieutf8asinb014g2ybpc,organic,child,,hair,women general cleanse shampoo,women general cleanse shampoo,na,na,na,nonpower sku,core of the core,true,0,9af66a7c747c15d92690f0f248e258b9
27052019,amazonprimepantry,871764e12,b014g2vtl6,sure,personal care,deos,sure maximum protection clean scent cream stick antiperspirant 45ml,18052019,5,really works,fab deal of the day my go to deodorant and its usually 5 each,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr2iget306m22myrefcmcrarpdrvwttlieutf8asinb014g2vtl6,organic,child,,deos,sure advanced protection,female antiperspirant deodorant,na,na,na,nonpower sku,core of the core,true,0,2be70c00cb539d954fdba5614dc74beb
27052019,amazonprimepantry,871764e12,b014df520a,cif,homecare,hhc,cif ocean floor cleaner 1l,03052019,5,first class,bought for my daughter,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsrj6dog9rqgwnqrefcmcrarpdrvwttlieutf8asinb014df520a,organic,parent,,hhc,5 floor liquids,floor cleaner,na,na,na,nonpower sku,core of the core,true,0,6b53397ccd5b5570701421fd4203da29
27052019,amazonprimepantry,871764e12,b015j4mxz6,comfort,homecare,laundry,comfort pure fabric conditioner 85 wash 3l,11052019,3,the consistency of the fabric conditioner is very watery in my opinion this doesnt feel right,it feels like it was diluted people who prefer mild scents will love this fabric conditioner,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsrcpdmchqlde9xrefcmcrarpdrvwttlieutf8asinb015j4mxz6,organic,parent,,laundry,17 fabric softener,cotc fabric conditioner,na,na,na,nonpower sku,core of the core,true,0,dfec87e12a082dbfab3c09898706d1fb
27052019,amazonprimepantry,501225e12,b014dfdaou,tresemm,personal care,hair,tresemme heat defence spray 300ml,12052019,5,great hair protection,i use this a lot its really good and surprisingly cheap,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsrbkpcctd6ev0arefcmcrarpdrvwttlieutf8asinb014dfdaou,organic,child,,hair,styling spray,styling spray,na,na,na,nonpower sku,core of the core,true,0,9ca9521bdf1e0aa4ad3eb07af677afe5
27052019,amazonprimepantry,871256e12,b014dfq5va,lynx,personal care,skin cleansing,lynx black shower gel 400ml,16052019,5,nice smell,another on the bathroom shelf,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr12dmmsrkngg5grefcmcrarpdrvwttlieutf8asinb014dfq5va,organic,child,,skin cleansing,shower general,shower general,na,na,na,nonpower sku,core of the core,true,0,7b9895be3c0664fb6bbaaa3feb45b719
27052019,amazonprimepantry,871764e12,b014df520a,cif,homecare,hhc,cif ocean floor cleaner 1l,05052019,5,cif,good,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr9ptqtlp5wgiurefcmcrarpdrvwttlieutf8asinb014df520a,organic,parent,,hhc,5 floor liquids,floor cleaner,na,na,na,nonpower sku,core of the core,true,0,3bb7d21efd5dffa75762e1bdc841fa9c
27052019,amazonprimepantry,501225e12,b014dfdaou,tresemm,personal care,hair,tresemme heat defence spray 300ml,22052019,5,works well my goto heat protector,does what it says protects my hair when i blow dry it,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsrwoyro8i5ajp8refcmcrarpdrvwttlieutf8asinb014dfdaou,organic,child,,hair,styling spray,styling spray,na,na,na,nonpower sku,core of the core,true,0,1b3fc64a85a84877a045348778583ed8
27052019,amazonprimepantry,871256e12,b014dfq5va,lynx,personal care,skin cleansing,lynx black shower gel 400ml,27042019,5,three large gels,three pack or lynx shower gel decent large size,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr3d7spfyxjt4yirefcmcrarpdrvwttlieutf8asinb014dfq5va,organic,child,,skin cleansing,shower general,shower general,na,na,na,nonpower sku,core of the core,true,0,b1141032b559aa0ef28d44dc1d3f790f
27052019,amazonprimepantry,871764e12,b015j4n8vy,comfort,homecare,laundry,comfort blue skies fabric conditioner 85 wash 3l,05052019,5,worth the money excellent product and well packaged,worth the money excellent product and well packaged,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr2w80lnv72v4gqrefcmcrarpdrvwttlieutf8asinb015j4n8vy,organic,parent,,laundry,17 fabric softener,cotc fabric conditioner,na,na,na,nonpower sku,core of the core,true,0,88887004615e0481745da19347b5ebba
27052019,amazonprimepantry,500012e12,b06xnnr2j2,pot noodle,foods,savoury,pot noodle original curry standard 90g,21052019,5,really good price,really good price,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsriku4h2kjk7psasinb06xnnr2j2,organic,parent,,savoury,2 healthyvegetarian snacking,pot snacks,na,na,na,nonpower sku,core of the core,true,0,be6ce3cad96345629c23becc65b1d36e
27052019,amazonprimepantry,871764e12,b014g2vtl6,sure,personal care,deos,sure maximum protection clean scent cream stick antiperspirant 45ml,23052019,5,value for money,wonderful scent keeps me feel fresh all day,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr3880toadirqbprefcmcrarpdrvwttlieutf8asinb014g2vtl6,organic,child,,deos,sure advanced protection,female antiperspirant deodorant,na,na,na,nonpower sku,core of the core,true,0,46434b43a86b8fef6d26cfc7ef426cea
27052019,amazonprimepantry,501225e12,b014dfdaou,tresemm,personal care,hair,tresemme heat defence spray 300ml,29042019,5,worked really well on my fine dry hair,my fine and a little over processed hair has long been a problemextra body products dry it out and cause it to frizz while serums make it flat and lank this is the first styling spray that hasnt done either and not only protects during drying but also gives a nice bounce to my style toowish id found this a long time ago highly recommend to anyone using heat styling their hair,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr14h2zy50tqnvzrefcmcrarpdrvwttlieutf8asinb014dfdaou,organic,child,,hair,styling spray,styling spray,na,na,na,nonpower sku,core of the core,true,1,f7760070d157264d4b50d63c246eb8ec
27052019,amazonprimepantry,871716e12,b014g36lgi,domestos,homecare,hhc,domestos 15 minute sink pipe unblocker 500ml,09052019,5,good job,oddly enough i felt like it unblocked gradually over a few days but very pleased with it,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr3ihjukv34jfmorefcmcrarpdrvwttlieutf8asinb014g36lgi,organic,parent,,hhc,12 sink and pipe unblock,sink pipe unblocker,na,na,na,nonpower sku,core of the core,true,0,ec12ab0bcd24907c7ed0bf37775b9226
27052019,amazonprimepantry,871256e12,b014dfq5va,lynx,personal care,skin cleansing,lynx black shower gel 400ml,06052019,4,findigs,found that after using two bottles found that shin was becoming quite dry stopped using,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr3b6hfnvkv5r62refcmcrarpdrvwttlieutf8asinb014dfq5va,organic,child,,skin cleansing,shower general,shower general,na,na,na,nonpower sku,core of the core,true,0,0f479dfdf59040525782b56b8d1bd732
27052019,amazonprimepantry,871764e12,b015j4mxz6,comfort,homecare,laundry,comfort pure fabric conditioner 85 wash 3l,19052019,5,fabric conditioner,really good size and makes my clothes smell nice,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr1u5c79kv7sq1arefcmcrarpdrvwttlieutf8asinb015j4mxz6,organic,parent,,laundry,17 fabric softener,cotc fabric conditioner,na,na,na,nonpower sku,core of the core,true,0,a02cb1b5991cbc248e36719b01e6f2ee
27052019,amazonprimepantry,871716e12,b014df9pmq,dove,personal care,skin cleansing,dove original beauty cream bar 6 x 100g,04052019,5,fab,excellent value,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsrgbxvqrlznsw3refcmcrarpdrvwttlieutf8asinb014df9pmq,organic,parent,,skin cleansing,bar soap,bar soap,na,na,na,nonretailer core of the core,core of the core,true,0,109c241f6a03c65ce26de1da22c33e57
27052019,amazonprimepantry,501225e12,b014dfdaou,tresemm,personal care,hair,tresemme heat defence spray 300ml,28042019,4,smells great,nice does what it says,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr12yq0jbr12nmxrefcmcrarpdrvwttlieutf8asinb014dfdaou,organic,child,,hair,styling spray,styling spray,na,na,na,nonpower sku,core of the core,true,0,78e231d94a238cbb6f465196d8f4b905
27052019,amazonprimepantry,871764e12,b015j4mxz6,comfort,homecare,laundry,comfort pure fabric conditioner 85 wash 3l,04052019,5,great value,smells great,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr137m10l2yr5tfrefcmcrarpdrvwttlieutf8asinb015j4mxz6,organic,parent,,laundry,17 fabric softener,cotc fabric conditioner,na,na,na,nonpower sku,core of the core,true,0,d266f8e4601f91275ec7a1553777017f
27052019,amazonprimepantry,501225e12,b00ziwiwrs,tresemm,personal care,hair,tresemme silky smooth shampoo 900ml,14052019,5,good,good,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr2xqtormlaq15wasinb00ziwiwrs,organic,child,,hair,women general cleanse shampoo,women general cleanse shampoo,na,na,na,retailer core of the core,core of the core,true,0,28092478f3c4e7e20811b2b20358239a
27052019,amazonprimepantry,501225e12,b004k557yu,tresemm,personal care,hair,tresemme cleanse replenish shampoo 900ml,18052019,5,value for money,long lasting,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr38olppztf77r4asinb004k557yu,organic,child,,hair,women general cleanse shampoo,women general cleanse shampoo,na,na,na,retailer core of the core,core of the core,true,0,6246ce4affc20a07679526e2544d8524
27052019,amazonprimepantry,501225e12,b00ziwiwrs,tresemm,personal care,hair,tresemme silky smooth shampoo 900ml,17052019,5,love it,so nice and such a bargain makes my hair smell lovely and smooth,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsrkdg9yddfjfqqasinb00ziwiwrs,organic,child,,hair,women general cleanse shampoo,women general cleanse shampoo,na,na,na,retailer core of the core,core of the core,true,0,a9d2e8170242273bf0fafff08feebd7d
27052019,amazonprimepantry,871764e12,b014df520a,cif,homecare,hhc,cif ocean floor cleaner 1l,08052019,5,good product,spells nice cleaner is good,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr1xcw0s3435kqarefcmcrarpdrvwttlieutf8asinb014df520a,organic,parent,,hhc,5 floor liquids,floor cleaner,na,na,na,nonpower sku,core of the core,true,0,b714c383bac0eeb5ad58817b4db30383
27052019,amazonprimepantry,871256e12,b014dfq5va,lynx,personal care,skin cleansing,lynx black shower gel 400ml,08052019,5,good purchase delivery,good purchase delivery,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr1rdfsiihk44r1refcmcrarpdrvwttlieutf8asinb014dfq5va,organic,child,,skin cleansing,shower general,shower general,na,na,na,nonpower sku,core of the core,true,0,22fabcf111c15ff18ac753ff6055af99
27052019,amazonprimepantry,871764e12,b014g2vtl6,sure,personal care,deos,sure maximum protection clean scent cream stick antiperspirant 45ml,27042019,1,8hrs not 48hrs,i usually use secret which is the best by a country mile out of many many anti perspirants ive tried over many years added this to my pantry order just to get free delivery but wow its rubbish 8hrs after using and i start feeling wet and sticky under the arms and thats after a fairly sedentary day cant recommend at all one of the worst ive tried one star for the lovely smell though even if its a little strong for me back to secret for me,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr37i4e0grbx6u9refcmcrarpdrvwttlieutf8asinb014g2vtl6,organic,parent,,deos,sure advanced protection,female antiperspirant deodorant,na,na,na,nonpower sku,core of the core,true,0,479a19d9b88cd9fab37711672e22e46b
27052019,amazonprimepantry,500012e12,b00fcaozxg,pot noodle,foods,savoury,pot noodle chicken mushroom standard 4 x 90g,05052019,5,great,great,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr2xmlkwmktzze7asinb00fcaozxg,organic,parent,,savoury,4 pot snacking noodle,pot snacks,na,na,na,nonpower sku,core of the core,true,0,0d2017ec3aa76448fadf70f0109df360
27052019,amazonprimepantry,871764e12,b014df8z68,sure,personal care,deos,sure active dry antiperspirant deodorant aerosol 250ml,06052019,5,heaven scent,last a year in a 10 pack great value,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr4h0fdnfrm7lrrefcmcrarpdrvwttlieutf8asinb014df8z68,organic,parent,,deos,men aerosol antiperspirant deodorant,male antiperspirant deodorant,na,na,na,nonpower sku,core of the core,true,0,1998e689166dd2a763363c902ffe9b6d
